Depth,ScanRows,ScanColumns,ScanLargest,BuildSquare,SpiralIn,SpiralInSquare,SpiralOut,SpiralOutSquare,FrameFirstRows,FrameFirstColumns,FrameLastRows,FrameLastColumns
102,40.154132032479424,40.154132032479424,43.11479743959248,43.37980136335085,45.47405831263612,45.47405831263612,54.65965883441464,54.65965883441464,45.47405831263612,45.47405831263612,55.89582818521893,55.89582818521893
103,40.36610911625576,40.36610911625576,43.35754391939162,43.56608319969706,45.789157663866234,45.789157663866234,54.76253654571457,54.76253654571457,45.789157663866234,45.789157663866234,55.99868686179303,55.99868686179303
104,40.574523749130634,40.574523749130634,43.59698117395763,43.74857902294278,46.10148132154754,46.10148132154754,54.860807231497915,54.860807231497915,46.10148132154754,46.10148132154754,56.096938639361156,56.096938639361156
105,40.77934548145572,40.77934548145572,43.83308278686246,43.927254543887756,46.411010314387994,46.411010314387994,54.95442042445137,54.95442042445137,46.411010314387994,46.411010314387994,56.19053304936432,56.19053304936432
106,40.98054335749842,40.98054335749842,44.0658219356244,44.10207486601067,46.71772543091916,46.71772543091916,55.043324562072996,55.043324562072996,46.71772543091916,46.71772543091916,56.279418528072654,56.279418528072654
107,41.17808590240605,41.17808590240605,44.29517138195402,44.27300446887119,47.021607214545526,47.021607214545526,55.12746695025413,55.12746695025413,47.021607214545526,47.021607214545526,56.36354238016344,56.36354238016344
108,41.3719411087248,41.3719411087248,44.52110346169138,44.440007190899934,47.322635958463565,47.322635958463565,55.20679372523307,55.20679372523307,47.322635958463565,47.322635958463565,56.44285074067841,56.44285074067841
109,41.56207642245187,41.56207642245187,44.743590074420354,44.60304621156541,47.62079170044936,47.62079170044936,55.281249813834165,55.281249813834165,47.62079170044936,47.62079170044936,56.51728853525856,56.51728853525856
110,41.748458728602316,41.748458728602316,44.96260267275153,44.762084032870234,47.9160542175062,47.9160542175062,55.35077889188773,55.35077889188773,47.9160542175062,47.9160542175062,56.58679943856663,56.58679943856663
111,41.93105433627127,41.93105433627127,45.1781122512547,45.56516076132095,48.208403020369246,48.208403020369246,56.65132583078588,56.65132583078588,48.208403020369246,48.208403020369246,56.65132583078588,56.65132583078588
112,41.42770697039421,41.42770697039421,44.55786714117565,45.720159188610864,47.26082928700933,47.26082928700933,56.710808752087644,56.710808752087644,48.49781734786151,48.49781734786151,56.710808752087644,56.710808752087644
113,42.14750614453595,42.14750614453595,44.769865097980215,45.871079310655205,47.54731295615042,47.54731295615042,56.765187854943576,56.765187854943576,48.78427616109647,48.78427616109647,58.001163479059585,58.001163479059585
114,42.32630039129424,42.32630039129424,44.978300458879744,46.01788147896812,47.830819601020096,47.830819601020096,56.81440135415693,56.81440135415693,49.06775813752205,49.06775813752205,58.050359212008004,58.050359212008004
115,42.501238635259426,42.501238635259426,45.18314277571076,46.160525286330966,48.11132761134661,48.11132761134661,56.858385974469684,56.858385974469684,49.34824166479996,49.34824166479996,58.0943261802563,58.0943261802563
116,42.672285364037265,42.672285364037265,45.384361094207236,46.29896954448006,48.38881508075116,48.38881508075116,56.89707689560356,56.89707689560356,48.38881508075116,48.38881508075116,58.132999562437305,58.132999562437305
117,42.83940442400302,42.83940442400302,45.58192394096315,46.433172260914176,48.66325980028094,48.66325980028094,56.93040769456968,56.93040769456968,48.66325980028094,48.66325980028094,58.166312934486086,58.166312934486086
118,43.00255900246438,43.00255900246438,45.77579930995236,46.56309061478427,48.934639251760956,48.934639251760956,56.95831028507746,56.95831028507746,48.934639251760956,48.934639251760956,58.19419820904977,58.19419820904977
119,43.161711609163746,43.161711609163746,45.96595464858078,46.688680931811746,49.20293060095247,49.20293060095247,56.980714853857194,56.980714853857194,49.20293060095247,49.20293060095247,58.216585571809105,58.216585571809105
120,43.316824057086166,43.316824057086166,46.1523568432535,46.809898658193674,49.46811069051907,49.46811069051907,56.99754979369891,56.99754979369891,49.46811069051907,49.46811069051907,58.23340341451842,58.23340341451842
121,43.467857442543306,43.467857442543306,46.334972204439225,46.92669833343564,49.73015603278506,49.73015603278506,57.00874163299028,57.00874163299028,49.73015603278506,49.73015603278506,58.24457826454153,58.24457826454153
